platform,title,url,publishedAt,impressions,views,clicks,likes,comments,shares,engagementRate,format
linkedin,"Dallas, we showed up. And so did you.

Last night was GILD’s first dinner outside of Austin, and it was exactly the kind of gathering we hoped to create: founders, AI leaders, and senior engineering leaders coming together for an honest conversation about the realities inside their organizations.

Not the polished version. The real one.

The best part of the night wasn’t one big takeaway. It was the candor. Leaders sharing the decisions they’re making, the constraints they’re navigating, what’s working, what isn’t, and where AI is changing the way teams operate in practice.

A special thank you to Jesse Gurevich, COO at Advice.ai, for opening the conversation with the right tone: grounded, direct, and shaped by 28 years of building.

Grateful to everyone who joined us last night: Gino Ferrand, Eric Rozier, Dr. Aaron Gibson, Aidan Hieber, Akbar Shaik, Alec Smith, Anand Arivukkarasu, Brandon Ward, David Yalovsky, Dennis O., Diego Giron, Jake Bassett, Jeevitha Shanmugam, Julien Baneux, Kanimozhi Durairaj, Kavika Dilawari, Mark Price, Mark 🪢 Szewczul, Matt C., Matt Murphy, Michael Kelly, Miguel Guillen, Rob Alexander, Ryan Thrash, Steven Ehlinger II

And thank you to our partner, Tecla, for making the room possible. They help AI-forward companies hire top talent across engineering, product, and growth, with a vetted network across the U.S. and Latin America.

Learn more about Tecla here: https://lnkd.in/eReS3pg5

This is what GILD is built for, and we’re just getting started.",https://www.linkedin.com/feed/update/urn:li:activity:7460410482882084865,2026-05-13,1987,0.0,912,41,19,6,0.4921993017196655,Orgánico
linkedin,"Rooms like this don't happen without the right people behind them.

At GILD, partnerships are more than logo placement. The right partners belong in the room, and they understand why the room matters.

Tecla helps AI-forward companies hire top talent across engineering, product, and growth, with a vetted network spanning the U.S. and Latin America. That makes them exactly the kind of company we want close to the leaders shaping what comes next.

Their support is what makes it possible to keep these conversations small, curated, and worth having.

Thank you, Tecla.

https://lnkd.in/ggDRtee7

#GILD #AI #Hiring #TechTalent #AustinTech #AITalent",https://www.linkedin.com/feed/update/urn:li:activity:7459686436443918337,2026-05-11,240,0.0,17,3,0,0,0.0833333358168602,Orgánico
linkedin,"Some cities chase momentum. Austin keeps building it.

In this GILD Podcast clip, Thom Singer, CEO of Austin Technology Council, pushes back on the recurring headlines that claim Austin is “losing its edge.”

His take: those narratives come and go, but Austin’s track record tells a different story.

For decades, the city has continued to attract founders, operators, tech leaders, and people who want to help shape what comes next.

The full episode with Thom Singer is out now.

https://lnkd.in/ezEJ5NGg

Presented in partnership with Tecla.

#AI #Austin #AustinTech #Leadership #Technology #Startups #Podcast #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7458163165353283584,2026-05-07,223,75.0,7,7,0,0,0.06278026849031448,Vídeo
linkedin,"Austin’s rise as a tech hub was never temporary hype.

In our latest GILD Podcast episode, Gino Ferrand, founder of Tecla and GILD, sits down with • Thom Singer, CSP 🌟, CEO of Austin Technology Council, to talk about where Austin tech has been, where it’s headed, and why the narrative that the city is “losing its edge” misses the bigger picture.

Thom has seen Austin evolve over decades, from a government and university town into one of the most important tech communities in the country. And while headlines may come and go, the momentum here tells a different story.

Austin is still growing. Venture investment is still happening. Builders are still building. And the community is still one of the city’s greatest advantages.

The full episode is out now.

https://lnkd.in/ezEJ5NGg

#AI #Austin #AustinTech #Leadership #Technology #Startups #Podcast 
#GILD",https://www.linkedin.com/feed/update/urn:li:activity:7457826811452915712,2026-05-06,295,172.0,8,5,1,2,0.05423728749155998,Vídeo
linkedin,"The people building AI won't let their kids use it.

Thom Singer has been saying this for 20 years: real relationships are the actual competitive edge. Nobody listened when social media was booming. 

Now everyone's starting to.

He calls it HI. Human Interaction. And he thinks by 2027, it becomes the currency every company is competing on.

New GILD Podcast episode with • Thom Singer, CSP 🌟, CEO of Austin Technology Council, dropping tomorrow. Stay tuned.

#HumanInteraction #AI #Austin #AustinTech #Leadership #Community #Podcast #Gild",https://www.linkedin.com/feed/update/urn:li:activity:7457453023225790464,2026-05-05,187,75.0,8,2,0,0,0.05347593501210213,Vídeo
linkedin,"The dinner is just the format.

What matters is what happens in the room.

Last week in Austin, a group of senior leaders sat down and quickly moved past the surface. Into the real stuff. The decisions that don’t have clear answers yet. The tradeoffs no one talks about publicly.

That’s the bar for Gild. A smaller room. The right people. Conversations you can’t have just anywhere.

Appreciate everyone who continues to make that possible.

And thank you to @Tecla for supporting the evening. They partner with AI-forward teams to hire top talent across engineering, product, and growth.

If you’re a senior tech leader in Austin and want to be part of it, reach out.

#GILD #AustinTech #ExecutiveLeadership #AIEvents #AI
",https://www.linkedin.com/feed/update/urn:li:activity:7457096884323614720,2026-05-04,187,64.0,4,4,1,0,0.048128340393304825,Vídeo
linkedin,"Some conversations you don’t want to end.

On Tuesday in Austin, we brought together a small group of CEOs, founders, and technical leaders, for dinner, and it turned into one of those nights where the conversation just kept going.

People were candid. What’s working, what’s breaking, what’s still unclear. No polished answers, just real perspective from people actually in it.

Thank you to Raphael Varieras, for grounding the discussion in real, firsthand experience building and deploying these systems.

Grateful for the trust and openness around the table. Thank you to everyone who joined Gino Ferrand, Aracely Gonzalez, Dianne Erwin, Olivier Grinda, Kirsten Karchmer, Hunter Dunbar, Rod Whisnant, Tom Bishop, Jitin Bhandari, Alberto Silveira, Josiah Bryan, Christopher Hesch, Jiri Nekovar, Ketan Gangatirkar, Denis Kunitski, Kaustubh Vongole, Emerson Slade Miller, Andrew Suther, Daniel Mejido, Anna Sobolewska, Aakash Shah, Sriram Narasimhan, Aurora Quinn-Elmore, Reslley Gabriel 🤖✨

Special thanks to our partner, Tecla, for supporting this conversation. Tecla helps AI-forward companies hire top talent across engineering, product, and growth. With a vetted network of talent in the U.S. and across Latin America.

If you’d like an introduction to Gino or Ara at Tecla, send us a message and we’d be happy to make it happen.

#GILD #AIAgents #AustinTech #ExecutiveLeadership #CuratedDinner",https://www.linkedin.com/feed/update/urn:li:activity:7456009389561323520,2026-05-01,907,0.0,212,20,8,2,0.2668136656284332,Orgánico
linkedin,"If Google makes AI Mode the default, overnight your SEO strategy needs to target Gemini.

That's the scenario Ross Hudgens, founder of Siege Media, told Gino Ferrand, founder of GILD, companies should already be optimizing for. Not because it's certain, but because waiting for it to happen is the riskier move.

Most searches would shift to a Gemini-like experience. What you've built for traditional search doesn't automatically transfer.

The companies that will be fine are the ones treating that switch moment as a planning assumption today, not a future problem.

Full episode out now.

#GILDPodcast #AISEO #GenerativeAI #SearchStrategy #TechLeadership
",https://www.linkedin.com/feed/update/urn:li:activity:7453454328821907457,2026-04-24,151,37.0,1,6,0,0,0.046357616782188416,Vídeo
linkedin,"What we’ve built in Austin is intentional.

Small rooms. The right people. Real conversations.

Next stop: Dallas.

On May 12, we’re introducing our first GILD Curated Circuit gathering, designed for founders and senior technology leaders who value depth over noise.

For those building and leading in Dallas, we’re opening a limited number of seats.

https://lnkd.in/gXJkuisH

#DallasTech #TechLeadership #FounderCommunity #PrivateNetworks #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7453192511000313856,2026-04-23,235,0.0,2,5,1,2,0.042553190141916275,Orgánico
linkedin,"Most companies have no idea if they're showing up in AI search.

In the latest GILD Podcast episode, Gino Ferrand, founder of GILD, sits down with Ross Hudgens, founder of Siege Media, to unpack exactly that. Ross shared a simple way to measure it: build 50 prompts around your core offerings, run them through tools like Profound or Peak, and track your visibility score over time.

If you're showing up 50% of the time, that's solid. 70-80% and you're dominant.

The catch: run the same prompt twice and you might get a different answer. These tools are probabilistic. But run them enough times and the pattern becomes clear.

That's the new SEO metric worth tracking.

Full episode out now. 

https://lnkd.in/exx3Xqez

#SEO #AIMarketing #ContentStrategy #SearchEvolution #GILDPodcast",https://www.linkedin.com/feed/update/urn:li:activity:7452793351160016896,2026-04-22,304,136.0,17,6,0,0,0.07565789669752121,Vídeo
linkedin,"Top-of-funnel traffic is disappearing.

In this clip from Episode 4 of The GILD Podcast, Ross Hudgens (Founder & CEO of Siege Media) explains how AI is absorbing discovery, and why fewer users are clicking through.

The old SEO playbook isn’t evolving. It’s breaking.

What’s replacing it: more transactional content, partnership-led growth, and a new layer, GEO (Generative Engine Optimization).

Full episode drops tomorrow, Wednesday April 22.

Stay tuned.

#SEO #AIMarketing #ContentStrategy #SearchEvolution #GILDPodcast",https://www.linkedin.com/feed/update/urn:li:activity:7452380737791770624,2026-04-21,497,177.0,30,16,0,1,0.09456740319728851,Vídeo
linkedin,"Last Tuesday in Austin reminded us why we keep the room small.

When the people across the table are actively making high-stakes decisions, the conversation shifts. Less theory. More texture. The kind of exchange you don't get at a conference or a panel.

That's the GILD standard. And this dinner cleared it.

#GILD #AILeadership #TechCommunity #CuratedCircuit #ExecutiveNetwork",https://www.linkedin.com/feed/update/urn:li:activity:7452013422830972928,2026-04-20,291,140.0,26,6,0,2,0.1168384850025177,Vídeo
linkedin,"Another incredible night in the books. 

This Tuesday in Austin, we brought together 21 CEOs, founders, and senior operators for a conversation we honestly didn't want to end, Speed as an AI Advantage, part of the GILD Curated Circuit series. 

The room was candid, the takes were sharp, and the energy was exactly what these dinners are built for. No decks. No performance. Just leaders who are actively building, sharing what's working, what's breaking, and what they'd do differently. 

The throughline? The companies winning right now aren't just thinking about AI strategy. They're building for velocity, systems that let their teams move faster, learn faster, and compound that edge over time. Without the chaos. 

These conversations hit different when everyone in the room has real skin in the game. 

Grateful for the openness and trust that made it possible. Thank you to our incredible guests (Gino Ferrand, Dianne Erwin, Aracely Gonzalez, Adam Tilton, Steve Tran, Kirsten Karchmer, Liz Molleur, Femke M., Michael Maloney, Kris Chase, Steve Moses, Saurabh Agrawal, Grant Stanis, TJ Diaz, Aakash Relan, Camille Richards, Jason Putnam, Josh Farris, Wesley DuBose, Louis Yarmolinsky, Tom Bishop, Elisabeth Bykoff, Larry Lancaster, Ankit Chopra) and to our partners at Tecla and Driver for making this room happen. 

GILD works because the room stays peer-first. Always.

#GILD #AIStrategy #ExecutiveLeadership #AustinTech #CuratedDinner",https://www.linkedin.com/feed/update/urn:li:activity:7450609314446225408,2026-04-16,719,0.0,199,20,8,3,0.31988874077796936,Orgánico
linkedin,"Most security issues don’t start with sophisticated attacks.

They start with blind spots.

In Episode 3 of the Gild Podcast, one idea stood out:

You can’t fix what you can’t see.

Before new tools or bigger budgets, the real question is: do you actually have visibility into where your organization is vulnerable?

A baseline security assessment isn’t a checkbox. It’s the foundation for every decision that follows.

Because the biggest risk isn’t always the threat you know: it’s the one you haven’t uncovered yet.

Episode 3 is live.

https://lnkd.in/eG8u63ze

#CyberSecurity #SecurityLeadership #RiskManagement #TechLeadership #StartupSecurity #EnterpriseSecurity #GildPodcast
",https://www.linkedin.com/feed/update/urn:li:activity:7449475833536327680,2026-04-13,143,30.0,0,3,0,0,0.02097902074456215,Vídeo
linkedin,"SaaStock is bringing 2,000+ founders and operators to Austin to answer one question: how do we actually win in the AI era?

Everyone has a strategy. The gap is execution speed.

Teams that ship faster learn faster. Hesitation in 2026 isn't just slow. It's expensive.

That's the tension we're building a room around.

Speed as an AI Advantage | A GILD Curated Circuit

Austin, TX | Tuesday, April 14 | 6:00 to 8:30 PM

In partnership with Tecla. Off the record. No panels. No pitches. 

If SaaStock is where you gather perspective, this is where you pressure-test it.

https://luma.com/Gild17

#Austin #SaaStock #AI #Founders #CEOs",https://www.linkedin.com/feed/update/urn:li:activity:7448029969752059904,2026-04-09,408,0.0,36,7,0,2,0.11029411852359772,Orgánico
linkedin,"We spend a lot of time talking about AI risk with senior leaders. 

What comes up far less often: most mental models of who owns that risk are a decade out of date. 

The reality is more complex, and far more interesting. 

In Episode 3 of the GILD Podcast, Gino Ferrand, founder of GILD, sits down with Yasmin Abdi (Founder & CEO of noHack; former Google, Meta, Snap) to unpack what cybersecurity actually looks like in an AI-first world, and what leaders are still missing. 

From how phishing is evolving to why deepfakes and prompt injection are changing the game, this conversation challenges some of the most common assumptions we hear in the room. 

If you’re thinking about AI risk the same way you were five years ago, this will likely shift your perspective. 

Episode 3 is live. 

https://lnkd.in/d_Psn-cU 

If you’re a senior tech leader in Austin and want to be part of conversations like this, reach out to learn more. 

#Cybersecurity #AILeaders #GildPodcast #TechLeadership #AustinTech
",https://www.linkedin.com/feed/update/urn:li:activity:7447665089895186433,2026-04-08,219,74.0,5,6,0,2,0.05936073139309883,Vídeo
linkedin,"AI is making cybersecurity both stronger, and more fragile.

Threat detection is faster. Intelligence is sharper. Systems are improving.
But at the same time, the human layer is becoming more exposed.

In Episode 3 of the Gild Podcast, Yasmin Abdi, founder of noHack, shares why AI is raising the bar for how vigilant teams need to be, and why “good enough” awareness is no longer enough.

The tools are evolving.

So are the threats.

April 8

#Cybersecurity #AILeaders #GildPodcast #TechLeadership #AustinTech",https://www.linkedin.com/feed/update/urn:li:activity:7446934753422831616,2026-04-06,146,50.0,3,5,0,1,0.06164383515715599,Vídeo
linkedin,"Most communities are built for answers.

The best ones are built for people.

After AI took off, “answer-driven” platforms declined. But communities built on connection didn’t.

Because when people don’t need each other, they stop showing up.

At Gild, we see the opposite.

Rooms where conversation feels natural.
Where perspective matters more than titles.
Where people show up to connect, not perform.

In a world where most people are posting less and observing more,
what stands out isn’t more content.

It’s better rooms.

If you’re a senior technology leader in Austin, you’ll understand why that matters.

#AustinTech #Leadership #CommunityBuilding #TechLeaders #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7445862386806419457,2026-04-03,222,0.0,13,5,0,1,0.0855855867266655,Orgánico
linkedin,"We're hosting our next GILD dinner on April 14 in Austin.

Built for founders, CTOs, and senior operators navigating how AI is reshaping internal leverage and decision-making. 

Small room, curated intentionally.

Special thanks to our partner, Tecla, for supporting this conversation. Tecla helps AI-forward companies hire top talent across engineering, product, and growth. With a vetted network of talent in the U.S. and across Latin America.

Request an invite: https://luma.com/Gild17

#SaaStock #GILD #AILeadership #ExecutiveCommunity #AustinTech #FutureOfWork",https://www.linkedin.com/feed/update/urn:li:activity:7445477670017998848,2026-04-02,177,0.0,2,1,0,1,0.02259887009859085,Orgánico
linkedin,"How many AI initiatives at your company are actually changing how fast decisions get made?

Not the pilots. Not the demos. The ones that shipped.

Here’s what we’re seeing across the fastest-moving companies in 2026:

Speed is no longer a personality trait it’s an infrastructure decision

Teams that experiment earlier compound insight faster than teams that plan longer

The cost of hesitation isn’t just lost time it’s lost talent and lost market position

The companies winning right now aren’t moving recklessly. They’re moving with better information, faster feedback loops, and tighter decision cycles.

That’s exactly what we’re getting into on April 14th the night before #SaaStock kicks off in Austin.

GILD is hosting a private curated evening for CEOs, founders, and technical leaders on execution speed as an AI advantage. 25 people. Off the record. No panels.

Just the right operators comparing real notes.

Presented in partnership with Tecla  
the engineering partner trusted by Austin’s fastest-growing tech companies.

Spots are limited and every seat is reviewed.

Apply → luma.com/Gild17",https://www.linkedin.com/feed/update/urn:li:activity:7445339243616366592,2026-04-02,125,0.0,4,2,0,0,0.04800000041723251,Orgánico
linkedin,"Most “networking” is noise.

This wasn’t.

A room full of senior operators, no pitches, no posturing, no panels. Just real conversations between people who’ve actually built things.

What stood out wasn’t who was in the room.

It was how they showed up: candid, curious, and willing to go a level deeper than usual.

That’s the difference when the room is curated.

Because the right room changes the conversation.

#Gild #TechCommunity #SeniorLeadership #AILeaders #AustinTech",https://www.linkedin.com/feed/update/urn:li:activity:7444754912103723008,2026-03-31,255,0.0,15,6,0,0,0.08235294371843338,Orgánico
linkedin,"AI is lowering the cost of building, but raising the stakes of how products are built.

Product development isn’t just accelerating.

It’s compressing.

What used to take entire teams can now be done by a handful of engineers, forcing a rethink of how teams are structured and how work actually happens.

That shift was at the center of conversations this week at GILD.

Not in theory, but in real conversations between operators comparing what’s actually changing inside their organizations.

Because when the pace of building changes this quickly, having the right room to sense-check how you adapt becomes just as valuable as the tools themselves.

#ProductLeadership #AIinProduct #TechLeadership #AustinTech #ExecutiveCommunity #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7443329444167036928,2026-03-27,162,0.0,14,2,0,0,0.09876543283462524,Orgánico
linkedin,"AI is not just accelerating product development.

It’s changing how product teams are structured.

After a closed-door dinner with founders, CTOs, and senior technology operators last night, one pattern stood out:

The highest-performing teams aren’t just adopting AI tools, 
they’re redesigning how product gets built.

A few shifts that kept coming up:

→ Product cycles are compressing significantly
→ PMs are moving from spec writers to system designers
→ Engineering teams are spending less time building from scratch, more time orchestrating
→ The bottleneck is no longer code, it’s clarity and decision-making

What’s emerging isn’t just faster execution.
It’s a different operating model.

The gap is widening between:

Teams experimenting with AI at the edges
And teams are rebuilding their workflows around it

Most companies are still in the first group.

Appreciate Tecla as our flagship partner for supporting these conversations, and Jamie Wagner (VP Engineering, Kajabi) for helping kick off the discussion with a grounded, operator-level perspective. 

#ExecutiveDinner
#LeadershipDinner
#TechMixer
#AustinTech
#AustinStartups
#AustinLeaders
#AI
",https://www.linkedin.com/feed/update/urn:li:activity:7442955859665522689,2026-03-26,183,71.0,12,9,0,0,0.1147540956735611,Vídeo
linkedin,"Many leadership challenges are rarely discussed publicly.

Scaling a team faster than expected.
Making difficult product decisions.
Navigating uncertainty in new technology waves.

From the outside, leadership can look clear and confident.

Inside the role, it’s often more complex.

That’s why trusted peer circles matter.

The most valuable conversations for leaders often happen in small rooms, with people who understand the weight of those decisions.

Private spaces for honest discussion are becoming more important than ever.

#ExecutiveLeadership #LeadersInTech #AustinTech #ExecutiveCommunity #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7442583871965069313,2026-03-25,166,0.0,1,6,0,1,0.048192769289016724,Orgánico
linkedin,"What happens when the people quietly shaping the future of product get in the same room to speak candidly about what’s actually changing?

Next week in Austin, GILD is bringing together a curated group of CEOs, founders, and product leaders for AI and the Future of Product Development.

Expect thoughtful, experience-driven insights from leaders navigating these shifts in real time as AI reshapes the path from idea to launch.

Special thanks to our partner, Tecla , for supporting this conversation and for helping companies scale product and engineering teams while building AI-driven systems with top nearshore talent.

If you’re building at the edge of what’s next, this is the room to be in. Message us to request an invite.",https://www.linkedin.com/feed/update/urn:li:activity:7440774216251031554,2026-03-20,262,0.0,8,7,0,0,0.057251907885074615,Orgánico
linkedin,"The most valuable conversations in Austin tech aren’t happening on stages.

They’re happening at tables like these.

No scripts. No surface-level small talk. No ""performance.""

Inside Gild, we trade the spotlight for the roundtable. It’s just senior operators, founders, and CEOs speaking candidly about what’s actually working and, more importantly, what isn’t.

The difference?

- Context over Contacts: You don't just ""meet people."" You understand their ""why.""
- Reality over Hype: You hear the real stories behind the decisions.
- Compounding Trust: The room goes from a network to a cohort.

The value of a room isn't just who is in it. It’s how much you can trust them.

If you’re a senior tech leader in Austin and this resonates, DM us.",https://www.linkedin.com/feed/update/urn:li:activity:7440404262305718272,2026-03-19,374,0.0,69,13,0,1,0.22192513942718506,Orgánico
linkedin,"#SXSW always brings incredible energy to Austin, and this year was no exception. 

We kicked things off with a thoughtful AI for Hiring in the Age of AI roundtable dinner hosted alongside Tecla and Senseloaf AI, where founders and operators explored how AI is reshaping the way companies discover and hire talent. 

From there, the conversations kept going at some fantastic events including Founders & Funders at #Atlassian and the Innovation Opening Party and several other gatherings where the startup and AI communities came together to share ideas, meet new collaborators, and celebrate innovation. 

We’re excited to keep the momentum going but on a much smaller more intimate scale. 

Next Monday (03/24), GILD will be hosting another intimate gathering: AI and the Future of Product Development If you’d like to join us, you can apply here:  https://luma.com/Gild16 

Looking forward to continuing the conversations.
",https://www.linkedin.com/feed/update/urn:li:activity:7439686945363968000,2026-03-17,334,0.0,73,6,0,0,0.2365269511938095,Orgánico
linkedin,"AI is prompting leaders to rethink not just how work gets done, but how teams are designed.

This week at GILD Curated Circuit in Austin, a small group of founders, CEOs, and engineering leaders gathered for an off-the-record conversation on how AI is reshaping workforce strategy.

The discussion featured Gino Ferrand and Prakhar Agrawal who shared perspectives from building and scaling AI-driven talent and hiring systems on questions many leaders are beginning to explore:

• Which roles create the most leverage in an AI-enabled organization?
• Which skills compound with AI?
• What does strong performance look like in modern engineering teams?

As always, the most valuable moments came from candid peer exchange, leaders comparing notes on how their teams are evolving in 2026.

Thank you to our partners Tecla and Senseloaf AI for helping make the evening possible.

GILD Curated Circuit is designed for these conversations: thoughtful, peer-driven, and senior-only.

#AustinTech #AILeadership #TechLeadership #EngineeringLeadership #FutureOfWork #AIinBusiness #FounderCommunity #ExecutiveCommunity #SXSW2026 #SXSWAustin",https://www.linkedin.com/feed/update/urn:li:activity:7438248387482673152,2026-03-13,679,0.0,239,29,1,4,0.4020618498325348,Orgánico
linkedin,"AI is changing hiring on both sides of the table.

In Episode 2 of the GILD Podcast, Gino Ferrand sits down with Prakhar Agrawal, CEO and co-founder of Senseloaf AI, to discuss how AI is reshaping modern hiring.

They explore questions many leaders are already facing:

• What happens when candidates use AI during the interview process?
• How should companies think about AI generated resumes?
• Will AI interview agents become the norm?
• And where do governance, bias, and trust fit into all of this?

One theme stood out. AI may reshape the process, but human judgment still drives the final decision.

At GILD, we bring together founders, CTOs, and senior technology leaders to discuss how AI is actually being used inside companies.

Watch on YouTube: https://lnkd.in/dVw88vNq
Listen on Spotify: https://lnkd.in/dXjMBDHC

#GILDPodcast #AILeadership #FutureOfWork #TechLeadership #AIPodcast",https://www.linkedin.com/feed/update/urn:li:activity:7437143294595293184,2026-03-10,1081,414.0,87,33,2,7,0.11933395266532898,Vídeo
linkedin,"AI is changing how SaaS teams operate. But what does that actually look like inside a company?

In the first episode of the Gild Podcast, Gino Ferrand sits down with Sagar Babber, CEO of Gleantap, to discuss how AI is being integrated into real workflows across his team.

During the conversation, Sagar shares how AI has helped his team move significantly faster, including moments where it has accelerated execution by 3–10x.

A few themes that stood out:
• Why speed is becoming a major competitive advantage
• How AI is changing how SaaS teams build and ship
• The mindset leaders need to adopt as AI reshapes workflows

At Gild, these are the kinds of conversations happening within Austin’s senior tech leadership community. Practical, candid, and forward-looking.

Watch or listen to the full episode:
YouTube: https://lnkd.in/e9t8JbnJ
Spotify: https://lnkd.in/eqnd-F8m

If you are a senior technology leader in Austin and want to be part of conversations like this, Gild is where they happen.

#GILDPodcast #AILeadership #AIinBusiness #ATXStartups #ATXTech",https://www.linkedin.com/feed/update/urn:li:activity:7435776807909519368,2026-03-06,745,230.0,87,23,0,3,0.15167784690856934,Vídeo
linkedin,"If you’re flying into Austin for SXSW…

Arrive early.

March 10, we’re hosting a private founder dinner on: Hiring in the Age of AI.

How AI is changing:

 • Skills we prioritize
 • Org structure
 • Internal systems
 • Productivity expectations

Just ~20 CEOs and founders having candid, off-the-record conversation.

Thank you to our partners Tecla and Senseloaf AI for partnering with us on this dinner.

SXSW is where ideas spread.

This is where decisions get sharpened.

If you're coming in from out of town, we’d also love to meet you at one of our small founder meetups on March 12 or 13.

Send a message if you'd like to be considered.

#SXSWATX #FoundersOnly #CEOCommunity #AustinStartupScene #AILeadership #CuratedCommunity #TexasCEOs",https://www.linkedin.com/feed/update/urn:li:activity:7434980091572666368,2026-03-04,488,0.0,71,15,0,1,0.17827868461608887,Orgánico
linkedin,"During SXSW, you’ll hear what AI could do.

Inside companies, CEOs are asking harder questions:

• What roles do we actually need next year?
• How does AI change performance standards?
• What breaks in traditional org structures?
• Where are we over-hiring?

That’s the real conversation.

On March 10, we’re hosting a curated founder dinner in Austin focused on AI and workforce decisions for 2026.

Small room. No slides. No selling. Just operators comparing notes.

If you’re a founder or CEO who cares more about execution than headlines, this is your room.

If you’re visiting from out of town for SXSW, we’d also love to meet you at one of our intimate founder meetups on March 12 or 13.

Message us if you’d like details.

Thank you to Tecla and Senseloaf AI for partnering with us on this gathering.

#SXSW #AIForFounders #FounderIntelligence #AustinCEOs #StartupLeadership #TexasTech #InviteOnly",https://www.linkedin.com/feed/update/urn:li:activity:7434622949355270145,2026-03-03,344,0.0,38,7,0,3,0.13953489065170288,Orgánico
linkedin,"AI is already embedded in how we write, code, and run our companies.

This week in Austin, we hosted a GILD Curated Circuit dinner on ""Automation in 2026: Why Human in the Loop is Key."" The real question for leaders is not whether to automate. It is how to design systems that increase speed without increasing risk.

Doug Gray, CTO of Amazon Business, shared practical lessons on governed data and keeping human judgment where it matters most.

Key Takeaways:
-Automation creates leverage when ownership is clear.
-Human in the loop is a design decision and not a fallback.
-Governance determines whether AI scales insight or scales errors.

Thank you to Tecla for partnering on this conversation. As companies embed AI deeper into operations, Tecla helps Austin’s fastest growing teams scale with top engineering talent.

Grateful to the operators who showed up to share what is actually working.

#TechLeadership #AustinTech #GILD #EngineeringLeadership
",https://www.linkedin.com/feed/update/urn:li:activity:7433170249102901248,2026-02-27,286,0.0,80,11,0,0,0.3181818127632141,Orgánico
linkedin,"Soon, we’re launching a new GILD podcast conversations with founders and owner-operators building real companies in Austin. Candid discussions on leadership, decisions, and how AI is actually showing up inside their businesses.

#GILD #AustinFounders #FounderConversations #OperatorInsights #AIInBusiness #Leadership ",https://www.linkedin.com/feed/update/urn:li:activity:7432809982418472960,2026-02-26,362,195.0,15,12,2,2,0.08563535660505295,Vídeo
linkedin,"Before the panels.

Before the chaos.

Before the badge flex.

The real conversations at SXSW don’t happen on stage.

They happen in small rooms.

Over dinner.

Off the record.

On March 10, GILD is hosting a private founder dinner in Austin on:

How AI is reshaping hiring and org design in 2026.

Not theory.

Not hype.

Not “AI is the future.”

Real decisions CEOs are making right now:
 • What roles disappear
 • What roles evolve
 • What you stop hiring for
 • What internal leverage actually looks like

~20 founders and CEOs.
 
Curated for chemistry.

If you're flying in early for SXSW, come two days before the noise.
And if you're coming in from out of town, we’re also hosting intimate founder meetups on March 12 & 13.

Message us if you’d like to be considered.

#SXSW2026 #FounderCommunity #AustinTech #AILeadership #TexasFounders #CuratedRooms #CEOConversations #sxsw",https://www.linkedin.com/feed/update/urn:li:activity:7432077172556800000,2026-02-24,236,0.0,9,5,0,1,0.06355932354927063,Orgánico
linkedin,"#SXSW will spotlight where AI is going.

We’re focused on what it’s already changing.

On Tuesday, March 10 from 6:00 to 8:30 PM in Austin, two nights before the conference begins, GILD is hosting a small, curated dinner for CEOs and senior operators to unpack how AI is reshaping hiring and performance expectations in 2026.

Private.
Candid.
Operator only.

If you want the conversation before the spotlight, message us.

#FounderNetwork #ExecutiveEvents #AustinTech #GILD #sxsw #AI #austin",https://www.linkedin.com/feed/update/urn:li:activity:7430631986232291328,2026-02-20,180,0.0,11,3,0,1,0.0833333358168602,Orgánico
linkedin,"The most valuable rooms aren’t the biggest ones. They’re the ones where the right people feel safe enough to be honest.

#FounderNetwork #ExecutiveEvents #AustinTech #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7429914579826151424,2026-02-18,196,0.0,6,6,0,2,0.0714285746216774,Orgánico
linkedin,"At Gild, the quality of the conversation starts with who’s in the room. 

Last week, Andy Walters, Founder and CEO of AgentPress, helped kick off our private dinner on the ROI of AI. 

Having built and sold Lexii.ai and now advising SaaS teams on agent design and adoption, Andy brought a practitioner’s perspective on what it actually takes to translate AI ambition into business results. 

From there, the conversation opened up. Senior Austin leaders compared notes, pressure-tested assumptions, and shared where they are seeing real traction. 

Thoughtful prompts. 
Candid dialogue. 
Peer-level exchange. 

That’s the Gild standard. 

If you’re a senior technology leader in Austin, reach out to learn more.

#FounderCommunity #ExecutiveInsights #AustinTech #GILD 
",https://www.linkedin.com/feed/update/urn:li:activity:7429532607576567809,2026-02-17,261,0.0,7,7,0,0,0.05363984778523445,Orgánico
